wkt_geom,SR_Pcode,St_Rgn,D_Pcode,District,TS_Pcode,Township,VT_Pcode,VT,Vill_Pcode,Village,Vill_MMR4,AltVlg_Eng,AltVlg_Mya,Longitude,Latitude,Source,PCode_V
Point (94.83625793457029829 24.86923980712889914),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034034,Tha Wun-Hpar Naing,176534,Hway Pa Tein,ဟွေပတိမ်,,,94.83625793,24.86923981,GAD,9.3
Point (94.82124328613279829 24.85342979431149857),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034034,Tha Wun-Hpar Naing,176533,Nar Tha Kyaik,နားသကြိုက်,,,94.82124329,24.85342979,GAD,9.3
Point (94.83875274658200283 24.8239192962645987),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034034,Tha Wun-Hpar Naing,176531,Tha Wun-Hpar Naing,သဝန် - ဖါနိုင်း,,,94.83875275,24.8239193,GAD,9.3
Point (94.69600677490230112 24.42182922363279829),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034021,Thaung Thut,176488,Kyaung Kone,ကျောင်းကုန်း,,,94.69600677,24.42182922,GAD,9.3
Point (94.70043182373049717 24.4244194030762003),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034021,Thaung Thut,176487,Thaung Thut,သောင်သွတ်,,,94.70043182,24.4244194,GAD,9.3
Point (94.67463684082029829 24.5809993743895987),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034024,Ton He,176497,Hway Mar Te,ဟွေမာတဲ,,,94.67463684,24.58099937,GAD,9.3
Point (94.68402862548829546 24.55337905883790128),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034024,Ton He,176496,Ton He,တုံဟဲ,,,94.68402863,24.55337906,GAD,9.3
Point (94.67256164550779829 24.44572067260740056),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034025,Wea Het,176501,Nan Tat,နန်းတပ်,,,94.67256165,24.44572067,GAD,9.3
Point (94.68006134033200283 24.4291801452637003),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034025,Wea Het,176500,Paw Taw Mu,ပေါ်တော်မူ,,,94.68006134,24.42918015,GAD,9.3
Point (94.67135620117190342 24.45517921447749998),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034025,Wea Het,176499,Thu Gyi su,သူကြီးစု,,,94.6713562,24.45517921,GAD,9.3
Point (94.67003631591799717 24.42514038085939987),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034025,Wea Het,176498,Wea Het,ဝဲဟက်,,,94.67003632,24.42514038,GAD,9.3
Point (95.00437927246089487 24.84045982360839844),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034043,Yae Kyaw,176584,Hman Kin,မှန်ကင်း,,,95.00437927,24.84045982,GAD,9.3
Point (94.98100280761720171 24.8200492858887003),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034043,Yae Kyaw,176585,Naung Maw,နောင်မော်,,,94.98100281,24.82004929,GAD,9.3
Point (94.95369720458980112 24.83036041259769888),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034043,Yae Kyaw,176583,Ngauk Sar,ငေါက်စား,,,94.9536972,24.83036041,GAD,9.3
Point (94.993896484375 24.83840942382810013),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034043,Yae Kyaw,176582,Yae Kyaw,ရေကျော်,,,94.99389648,24.83840942,GAD,9.3
Point (95.68670654296880684 25.1933403015137003),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034049,Yae Paw Mee,176613,Thea Hin Kye,သဲဟင်းကျဲ,,,95.68670654,25.1933403,GAD,9.3
Point (95.74134063720700283 25.27828025817870028),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034049,Yae Paw Mee,176610,Yae Paw Mee,ရေပေါ်မီး,,,95.74134064,25.27828026,GAD,9.3
Point (95.20984599999999887 25.2670400000000015),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034065,Yet Hpa,176670,Aw Thaw,အော်သော်,,,95.209846,25.26704,GAD,9.3
Point (95.26357269287109375 25.30583953857420099),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034065,Yet Hpa,176671,Nan Ton Ngoe,နန်းတွန်ငိုး,,,95.26357269,25.30583954,GAD,9.3
Point (95.21304321289059658 25.23888015747069957),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034065,Yet Hpa,176669,Yet Hpa,ယက်ဖ,,,95.21304321,25.23888016,GAD,9.3
Point (95.41134643554690342 24.93578910827639916),MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034044,Zay Di Seik,176586,Zay Di Seik,စေတီဆိပ်,,,95.41134644,24.93578911,GAD,9.3
Point (96.05721282958980112 24.40776062011720171),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174473,Ah Lel Kyun,အလယ်ကျွန်း,,,96.05721283,24.40776062,GAD,9.3
Point (96.0479736328125 24.42016029357910156),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174477,Gwayt Gyi,ဂွေ့ကြီး,,,96.04797363,24.42016029,GAD,9.3
Point (96.04599761962890625 24.43580055236819959),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174475,Kho Chei,ခိုချယ်,,,96.04599762,24.43580055,GAD,9.3
Point (96.05271148681640625 24.40988922119139914),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174474,Ngar Pyayt Inn,ငါးပြည့်အင်း,,,96.05271149,24.40988922,GAD,9.3
Point (96.05902862548829546 24.459180831909201),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174476,Tar Hpa La,တာဖလ,,,96.05902863,24.45918083,GAD,9.3
Point (96.0611572265625 24.37804031372069957),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021029,Ah Lel Kyun,174478,Thet Khar,သက်ခါး,,,96.06115723,24.37804031,GAD,9.3
Point (96.0458984375 24.15199089050290127),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021015,Ah Lel Seik,174428,Ah Lel Seik,အလယ်ဆိပ်,,,96.04589844,24.15199089,GAD,9.3
Point (96.03515625 24.16514015197749998),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021015,Ah Lel Seik,174429,Pin Tha Chay,ပင်သချေ,,,96.03515625,24.16514015,GAD,9.3
Point (96.16074371337890625 24.49058914184569957),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021030,Bago,174483,Bago,ပဲခူး,,,96.16074371,24.49058914,GAD,9.3
Point (96.15914916992190342 24.47801017761230113),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021030,Bago,174484,Thet Yin Tar,သက်ရင်းတာ,,,96.15914917,24.47801018,GAD,9.3
Point (96.16033172607420454 24.49913024902339842),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021030,Bago,174485,Ywar Shey,ရွာရှည်,,,96.16033173,24.49913025,GAD,9.3
Point (96.15863800048829546 24.48739051818850143),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021036,Gwayt Gyi,174510,Gwayt Gyi,ဂွေ့ကြီး,,,96.158638,24.48739052,GAD,9.3
Point (96.15693664550779829 24.4798393249512003),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021036,Gwayt Gyi,174512,Ku Seik,ကူးဆိပ်,,,96.15693665,24.47983933,GAD,9.3
Point (96.15724182128910513 24.49655914306639914),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021036,Gwayt Gyi,174511,Nant Yon,နန့်ရုံ,,,96.15724182,24.49655914,GAD,9.3
Point (96.02184295654299717 24.03237915039060013),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021018,Gyone Gyone Kya,174435,Gyone Gyone Kya,ဂျုံးဂျုံးကျ,,,96.02184296,24.03237915,GAD,9.3
Point (96.17436981201170454 24.52684974670410156),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021033,Haung Tone,174498,Haung Tone,ဟောင်းတုန်း,,,96.17436981,24.52684975,GAD,9.3
Point (96.13903045654299717 24.55307006835939987),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021033,Haung Tone,174499,Sar Maw,ဆားမော်,,,96.13903046,24.55307007,GAD,9.3
Point (96.02413177490230112 24.10121917724610086),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021013,Kha Yan Sat Kone,174421,Kha Yan Sat Kone,ခရမ်းစပ်ကုန်း,,,96.02413177,24.10121918,GAD,9.3
Point (96.03045654296880684 24.09609985351560013),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021013,Kha Yan Sat Kone,174423,Kyar Inn Kone,ကြာအင်းကုန်း,,,96.03045654,24.09609985,GAD,9.3
Point (96.01129150390630684 24.07926940917970171),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021013,Kha Yan Sat Kone,174424,Kyauk Oe,ကျောက်အိုး,,,96.0112915,24.07926941,GAD,9.3
Point (96.04105377197269888 24.11070060729980113),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021013,Kha Yan Sat Kone,174422,Moe Hlaing Kone,မိုးလှိုင်းကုန်း,,,96.04105377,24.11070061,GAD,9.3
Point (96.07412719726559658 24.48965072631839845),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021035,Kone Khar,174506,Kone Khar,ကုန်းခါး,,,96.0741272,24.48965073,GAD,9.3
Point (96.06974792480470171 24.50728988647459872),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021035,Kone Khar,174507,Naung Kut,နောင်ကွပ်,,,96.06974792,24.50728989,GAD,9.3
Point (96.04119873046880684 24.5062808990479013),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021035,Kone Khar,174508,Nyaung Kone,ညောင်ကုန်း,,,96.04119873,24.5062809,GAD,9.3
Point (96.06162261962890625 24.54013061523439987),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021035,Kone Khar,174509,Nyaung Pin Seik,ညောင်ပင်ဆိပ်,,,96.06162262,24.54013062,GAD,9.3
Point (96.18015289306640625 24.21249961853029831),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021008,Kyan Taw,174400,Ku Seik,ကူးဆိပ်,,,96.18015289,24.21249962,GAD,9.3
Point (96.18190765380859375 24.21946907043459873),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021008,Kyan Taw,174397,Kyan Taw,ကျန်တော,,,96.18190765,24.21946907,GAD,9.3
Point (96.16152191162109375 24.19533920288089845),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021008,Kyan Taw,174398,Kyaw Ywar,ကျော်ရွာ,,,96.16152191,24.1953392,GAD,9.3
Point (96.16500854492190342 24.2005805969237997),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021008,Kyan Taw,174399,Nar Naung,နားနောင်,,,96.16500854,24.2005806,GAD,9.3
Point (96.15611267089839487 24.22611045837399857),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021008,Kyan Taw,174401,Tone Pon,တုံးပုံ,,,96.15611267,24.22611046,GAD,9.3
Point (96.04934692382809658 23.97023010253910158),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021020,Kyaung Kone,174439,Kyaung Kone,ကျောင်းကုန်း,,,96.04934692,23.9702301,GAD,9.3
Point (96.04086303710940342 23.93601989746089842),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021020,Kyaung Kone,174441,Pein Hne Kone,ပိန္နဲကုန်း,,,96.04086304,23.9360199,GAD,9.3
Point (96.04956817626950283 23.95620918273930045),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021020,Kyaung Kone,174440,Sa Kar Pin,စကားပင်,,,96.04956818,23.95620918,GAD,9.3
Point (96.0697021484375 24.18989944458009944),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021016,Lel Naung,174430,Lel Naung,လယ်နောင်,,,96.06970215,24.18989944,GAD,9.3
Point (96.06397247314450283 24.15994071960449929),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021016,Lel Naung,174431,Naung Moe,နောင်မိုး,,,96.06397247,24.15994072,GAD,9.3
Point (96.06825256347660513 24.16698074340819957),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021016,Lel Naung,174432,Than Bo,သံဘို,,,96.06825256,24.16698074,GAD,9.3
Point (96.15495300292970171 24.19384002685550072),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174381,Aung Kone,အောင်းကုန်း,,,96.154953,24.19384003,GAD,9.3
Point (96.14434814453130684 24.09572982788089845),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174385,Ga He,ဂဟဲ,,,96.14434814,24.09572983,GAD,9.3
Point (96.13394927978519888 24.20465087890629974),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174377,Lel Pyin,လယ်ပြင်,,,96.13394928,24.20465088,GAD,9.3
Point (96.14649200439450283 24.18856048583980112),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174379,Moe Yu (Upper),မိုးယူ (အထက်),,,96.146492,24.18856049,GAD,9.3
Point (96.14997863769529829 24.19020080566410158),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174380,Moe Yu (Ywar Ma),မိုးယူ (ရွာမ),,,96.14997864,24.19020081,GAD,9.3
Point (96.1279296875 24.20726013183589842),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174383,Nan Kin,နန်းကင်,,,96.12792969,24.20726013,GAD,9.3
Point (96.14317321777339487 24.21010017395019887),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174382,Nar Khar,နားခါး,,,96.14317322,24.21010017,GAD,9.3
Point (96.13391876220700283 24.20071983337399857),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174378,Thi Par,သီပါ,,,96.13391876,24.20071983,GAD,9.3
Point (96.16988372802730112 24.13253974914550071),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021005,Lel Pyin,174384,Ywar Haung,ရွာဟောင်း,,,96.16988373,24.13253975,GAD,9.3
Point (96.02068328857420454 24.01342964172360084),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021021,Let Pan Tan,174443,Htan Taw,ထန်းတော,,,96.02068329,24.01342964,GAD,9.3
Point (96.01569366455079546 23.98715972900389914),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021021,Let Pan Tan,174445,Kyauk Sin,ကျောက်ဆင်,,,96.01569366,23.98715973,GAD,9.3
Point (96.01056671142579546 24.04019927978519888),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021021,Let Pan Tan,174442,Let Pan Tan,လက်ပန်တန်း,,,96.01056671,24.04019928,GAD,9.3
Point (96.017822265625 24.02408027648930045),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021021,Let Pan Tan,174444,Thet Kei Kyin,သက္ကယ်ကျင်း,,,96.01782227,24.02408028,GAD,9.3
Point (96.03780364990230112 24.03914070129389913),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021023,Ma Au Kone,174450,Lel Pyin,လယ်ပြင်,,,96.03780365,24.0391407,GAD,9.3
Point (96.04197692871089487 24.03726959228519888),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021023,Ma Au Kone,174449,Ma Au Kone,မအူကုန်း,,,96.04197693,24.03726959,GAD,9.3
Point (96.04515838623049717 24.04595947265629974),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021023,Ma Au Kone,174451,Pein Inn,ပိန်းအင်း,,,96.04515839,24.04595947,GAD,9.3
Point (96.00949096679690342 24.17268943786620028),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021017,Ma Gyi Pin,174433,Ma Gyi Pin,မကျီးပင်,,,96.00949097,24.17268944,GAD,9.3
Point (96.00322723388670454 24.19038963317870028),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021017,Ma Gyi Pin,174434,Pein Hne Pin,ပိန္နဲပင်,,,96.00322723,24.19038963,GAD,9.3
Point (96.16690063476559658 24.51062965393069959),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021038,Man He,174516,Ma Lu,မလူး,,,96.16690063,24.51062965,GAD,9.3
Point (96.1785888671875 24.52165985107420099),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021038,Man He,174515,Man He,မံဟဲ,,,96.17858887,24.52165985,GAD,9.3
Point (96.1876220703125 24.52877998352050071),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021038,Man He,174517,Myay Pa Lin,မြေပလင်,,,96.18762207,24.52877998,GAD,9.3
Point (96.19637298583980112 24.54364013671879974),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021038,Man He,174518,Pay Kone,ပေကုန်း,,,96.19637299,24.54364014,GAD,9.3
Point (96.03797149658200283 24.34967994689939985),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021028,Man Hton,174469,Man Hton,မံထုံ,,,96.0379715,24.34967995,GAD,9.3
Point (96.04640960693359375 24.356370925903299),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021028,Man Hton,174471,Min Kone,မင်းကုန်း,,,96.04640961,24.35637093,GAD,9.3
Point (96.02426147460940342 24.34300994873050072),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021028,Man Hton,174470,Thaung Gyi,သောင်ကြီး,,,96.02426147,24.34300995,GAD,9.3
Point (96.10536193847660513 24.34724044799800069),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021024,Maw Teik,174457,Auk Taw,အောက်တော,,,96.10536194,24.34724045,GAD,9.3
Point (96.06053924560549717 24.3132991790770987),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021024,Maw Teik,174452,Maw Teik,မော်တိတ်,,,96.06053925,24.31329918,GAD,9.3
Point (96.08898162841799717 24.34580993652339842),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021024,Maw Teik,174456,Tone Ma Hpwe,တုံးမဖွဲ,,,96.08898163,24.34580994,GAD,9.3
Point (96.04210700000000145 24.32591800000000148),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021024,Maw Teik,220082,Ywar Thar Yar,ရွာသာယာ,,,96.042107,24.325918,GAD,9.3
Point (96.08209991455079546 24.13858985900879972),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021011,Me Zar,174417,Hin Nu (North),ဟင်းနု (မြောက်),,,96.08209991,24.13858986,GAD,9.3
Point (96.07579040527339487 24.12888908386230113),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021011,Me Zar,174416,Hin Nu (South),ဟင်းနု (တောင်),,,96.07579041,24.12888908,GAD,9.3
Point (96.07141876220700283 24.12509918212889914),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021011,Me Zar,174415,Lel Zin,လယ်ဇင်,,,96.07141876,24.12509918,GAD,9.3
Point (96.03703308105470171 24.13929939270019887),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021011,Me Zar,174413,Me Zar,မဲဇာ,,,96.03703308,24.13929939,GAD,9.3
Point (96.05622100830079546 24.13207054138180041),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021011,Me Zar,174414,Nant Thea,နန့်သဲ,,,96.05622101,24.13207054,GAD,9.3
Point (96.02554321289059658 24.22550010681149857),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174410,Laung Su,လောင်းစု,,,96.02554321,24.22550011,GAD,9.3
Point (96.06123352050779829 24.22608947753910158),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174406,Myauk Kone,မြောက်ကုန်း,,,96.06123352,24.22608948,GAD,9.3
Point (96.03957366943359375 24.22472000122069957),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174412,Nyaung Kone,ညောင်ကုန်း,,,96.03957367,24.22472,GAD,9.3
Point (96.037841796875 24.23699951171879974),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174411,Pyin Htaung kone,ပျဉ်ထောင်ကုန်း,,,96.0378418,24.23699951,GAD,9.3
Point (96.05322265625 24.21896934509279831),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174407,Taung Kone,တောင်ကုန်း,,,96.05322266,24.21896935,GAD,9.3
Point (96.04039764404299717 24.21976089477540128),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174409,War Hpyu Taung,ဝါးဖြူတောင်,,,96.04039764,24.21976089,GAD,9.3
Point (96.07373809814450283 24.22484970092769885),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021010,Myauk Kone,174408,Ywar Thit Kone,ရွာသစ်ကုန်း,,,96.0737381,24.2248497,GAD,9.3
Point (96.19912719726559658 24.24415016174319959),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174392,Kan Ni,ကမ်းနီ,,,96.1991272,24.24415016,GAD,9.3
Point (96.18057250976559658 24.25255966186519885),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174386,Na Bar,နဘား,,,96.18057251,24.25255966,GAD,9.3
Point (96.16900634765630684 24.27148056030269885),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174387,Na Bar Gyi,နဘားကြီး,,,96.16900635,24.27148056,GAD,9.3
Point (96.17817687988279829 24.26458930969240058),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174388,Na Bar Ywar Thit,နဘားရွာသစ်,,,96.17817688,24.26458931,GAD,9.3
Point (96.20948028564450283 24.27606964111329901),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174390,Nar Ma Kyaing,နားမကြိုင်း,,,96.20948029,24.27606964,GAD,9.3
Point (96.18919372558589487 24.23550987243649857),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174391,Nar Ya Khaung,နားရခေါင်,,,96.18919373,24.23550987,GAD,9.3
Point (96.20012664794920454 24.29661941528319957),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021006,Na Bar,174389,Pint Tin,ပင့်တင်,,,96.20012665,24.29661942,GAD,9.3
Point (96.05979919433589487 24.66939926147459872),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174503,Khaung Tone Si,ခေါင်တုံးစီ,,,96.05979919,24.66939926,GAD,9.3
Point (96.06366729736329546 24.57291030883790128),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174501,Kwin Ngoe,ကွင်းငို့,,,96.0636673,24.57291031,GAD,9.3
Point (96.07195281982420454 24.53918075561519885),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174502,Lay Hpo,လေဖို,,,96.07195282,24.53918076,GAD,9.3
Point (96.06005859375 24.54781913757319955),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174500,Na Mee,နမီး,,,96.06005859,24.54781914,GAD,9.3
Point (96.07688140869140625 24.59779930114750002),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174505,Nar Hpar,နားဖာ,,,96.07688141,24.5977993,GAD,9.3
Point (96.0780029296875 24.61260032653810015),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021034,Na Mee,174504,Nar Ma Kyaing,နားမကြိုင်း,,,96.07800293,24.61260033,GAD,9.3
Point (96.13545227050779829 24.23990058898930045),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021001,Nant Khint,174368,Inn Ywar,အင်းရွာ,,,96.13545227,24.23990059,GAD,9.3
Point (96.15939331054690342 24.22847938537600143),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021001,Nant Khint,174370,Kyar Inn,ကြာအင်း,,,96.15939331,24.22847939,GAD,9.3
Point (96.13514709472660513 24.2355403900145987),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021001,Nant Khint,174367,Let Pan Kone,လက်ပန်ကုန်း,,,96.13514709,24.23554039,GAD,9.3
Point (96.14375305175779829 24.22727966308589842),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021001,Nant Khint,174366,Nant Khint,နန့်ခင့်,,,96.14375305,24.22727966,GAD,9.3
Point (96.15918731689450283 24.23266029357910156),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021001,Nant Khint,174369,Sin Hauk,စင်းဟောက်,,,96.15918732,24.23266029,GAD,9.3
Point (96.08088684082029829 24.28657913208009944),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021025,Nant Thar,174460,Aung Kone,အောင်းကုန်း,,,96.08088684,24.28657913,GAD,9.3
Point (96.07216644287109375 24.28109931945800071),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021025,Nant Thar,174462,In Pin,အင်ပင်,,,96.07216644,24.28109932,GAD,9.3
Point (96.06712341308589487 24.28787040710449929),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021025,Nant Thar,174458,Nant Thar,နန့်သာ,,,96.06712341,24.28787041,GAD,9.3
Point (96.06566619873049717 24.29006958007810013),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021025,Nant Thar,174459,Nant Thar Ywar Thit,နန့်သာရွာသစ်,,,96.0656662,24.29006958,GAD,9.3
Point (96.08009338378910513 24.30916976928709872),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021025,Nant Thar,174461,Tone Taw,တုံးတော်,,,96.08009338,24.30916977,GAD,9.3
Point (96.18589019775390625 24.46829032897949929),MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021040,Nar Khwin Kyin,174486,Lwin U,လွင်ဦး,,,96.1858902,24.46829033,GAD,9.3
