wkt_geom,SR_Pcode,St_Rgn,D_Pcode,District,TS_Pcode,Township,VT_Pcode,VT,Vill_Pcode,Village,Vill_MMR4,AltVlg_Eng,AltVlg_Mya,Longitude,Latitude,Source,PCode_V
Point (95.41364288330079546 23.00608062744139914),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172900,Inn Bat,အင်းဘတ်,,,95.41364288,23.00608063,GAD,9.3
Point (95.40052032470700283 23.03372955322269888),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172898,Myauk Inn,မြောက်အင်း,,,95.40052032,23.03372955,GAD,9.3
Point (95.42070770263670454 23.01199913024899857),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172901,Nyaung Lay Pin,ညောင်လေးပင်,,,95.4207077,23.01199913,GAD,9.3
Point (95.41446685791019888 23.01914024353029831),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172899,Oe Thei Kone,အိုးသယ်ကုန်း,,,95.41446686,23.01914024,GAD,9.3
Point (95.41722869873049717 23.02923965454100141),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172902,Thar Yar Kone,သာယာကုန်း,,,95.4172287,23.02923965,GAD,9.3
Point (95.38318634033200283 23.015380859375),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011053,Yae U Kone,172897,Yae U Kone,ရေဦးကုန်း,,,95.38318634,23.01538086,GAD,9.3
Point (95.28426361083980112 22.88249015808110087),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172864,Chaung Bo Nar,ချောင်းဘိုနား,,,95.28426361,22.88249016,GAD,9.3
Point (95.29531097412109375 22.88771057128910158),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172862,Gan Gaw,ဂန်ဂေါ်,,,95.29531097,22.88771057,GAD,9.3
Point (95.28340911865230112 22.90385055541990056),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172869,Inn Nar,အင်းနား,,,95.28340912,22.90385056,GAD,9.3
Point (95.29248046875 22.903760910034201),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172870,Inn Taw,အင်းတော,,,95.29248047,22.90376091,GAD,9.3
Point (95.29432678222660513 22.8827095031737997),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172863,Ka Toe Kone,ကတိုးကုန်း,,,95.29432678,22.8827095,GAD,9.3
Point (95.28740692138670454 22.88537025451660156),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172866,Lein Kone,လိမ်ကုန်း,,,95.28740692,22.88537025,GAD,9.3
Point (95.27427673339839487 22.89736938476560013),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172868,Let Se Kan,လက်ဆည်ကန်,,,95.27427673,22.89736938,GAD,9.3
Point (95.28513336181640625 22.89052963256839845),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172867,Nyaungdon,ညောင်တုန်း,,,95.28513336,22.89052963,GAD,9.3
Point (95.29865264892579546 22.89613914489750002),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011049,Ywar Ma,172861,Ywar Ma,ရွာမ,,,95.29865265,22.89613914,GAD,9.3
Point (95.06819152832029829 23.05693054199220171),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011052,Ywar Mon Taung,172892,Aing Ma,အိုင်းမ,,,95.06819153,23.05693054,GAD,9.3
Point (94.99005126953130684 23.10001945495610087),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011052,Ywar Mon Taung,172893,Tway Ti,တွေးတီ,,,94.99005127,23.10001946,GAD,9.3
Point (94.97271728515630684 23.07411956787110086),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011052,Ywar Mon Taung,172894,Waing Kyo,ဝိုင်းကျို,,,94.97271729,23.07411957,GAD,9.3
Point (94.99957275390630684 23.0849800109862997),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011052,Ywar Mon Taung,172890,Ywar Mon Taung,ရွာမုံတောင်,,,94.99957275,23.08498001,GAD,9.3
Point (95.36360931396480112 23.12718963623050072),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172906,Et Gyi,အက်ကြီး,,,95.36360931,23.12718964,GAD,9.3
Point (95.38424682617190342 23.10116004943850143),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172913,Hpet Than Kone,ဖက်သန်းကုန်း,,,95.38424683,23.10116005,GAD,9.3
Point (95.37071990966799717 23.11187934875490058),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172905,Htan Pin Seik,ထန်းပင်ဆိပ်,,,95.37071991,23.11187935,GAD,9.3
Point (95.27095031738279829 23.14707946777339842),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172911,Kha Yu Taw,ခရုတော,,,95.27095032,23.14707947,GAD,9.3
Point (95.35476684570309658 23.10125923156740058),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172904,Kone Aing,ကုန်းအိုင်,,,95.35476685,23.10125923,GAD,9.3
Point (95.33924865722660513 23.12635040283199928),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172909,Mei Za Li Kone,မယ်ဇလီကုန်း,,,95.33924866,23.1263504,GAD,9.3
Point (95.23663330078130684 23.14991950988769887),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172912,Nan Taung Yon,နန်းဋောင်းရုံ,,,95.2366333,23.14991951,GAD,9.3
Point (95.36946105957029829 23.1587104797362997),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172907,Thar Ga La,သာဂလ,,,95.36946106,23.15871048,GAD,9.3
Point (95.37357330322269888 23.1618099212645987),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172908,Thar Ga Ra,သာဂရ,,,95.3735733,23.16180992,GAD,9.3
Point (95.32821655273440342 23.13241004943850143),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172910,Wet Toe,ဝက်တိုး,,,95.32821655,23.13241005,GAD,9.3
Point (95.33905792236329546 23.10519981384279831),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011054,Ywar Shey (North),172903,Ywar Shey,ရွာရှည်,,,95.33905792,23.10519981,GAD,9.3
Point (95.31128692626950283 22.89403915405269885),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172878,Let Pa Yar,လက်ပရာ,,,95.31128693,22.89403915,GAD,9.3
Point (95.30029296875 22.88954925537110086),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172881,Nga Nwet Zin,ငနွဲဇင်,,,95.30029297,22.88954926,GAD,9.3
Point (95.30902099609380684 22.89904975891110084),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172879,Nyaung Pin Thar,ညောင်ပင်သာ,,,95.309021,22.89904976,GAD,9.3
Point (95.318359375 22.88591003417970171),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172875,Pauk Kone,ပေါက်ကုန်း,,,95.31835938,22.88591003,GAD,9.3
Point (95.30785369873049717 22.8885307312012003),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172882,Pay Kone,ပေကုန်း,,,95.3078537,22.88853073,GAD,9.3
Point (95.30552673339839487 22.8956108093262003),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172880,Su Par Kone,ဆူးပါကုန်း,,,95.30552673,22.89561081,GAD,9.3
Point (95.3138427734375 22.88928031921389916),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172876,Tha Yet Kone,သရက်ကုန်း,,,95.31384277,22.88928032,GAD,9.3
Point (95.32334136962890625 22.88588905334470169),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172874,Wet Taik,ဝက်တိုက်,,,95.32334137,22.88588905,GAD,9.3
Point (95.32401275634769888 22.87464904785160158),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172871,Ywar Shey (East),ရွာရှည် (ရှေ့),,,95.32401276,22.87464905,GAD,9.3
Point (95.32071685791019888 22.8764095306395987),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172872,Ywar Shey (West),ရွာရှည် (နောက်),,,95.32071686,22.87640953,GAD,9.3
Point (95.32737731933589487 22.88598060607910156),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172873,Ywar Thit,ရွာသစ်,,,95.32737732,22.88598061,GAD,9.3
Point (95.31459808349609375 22.88355064392089844),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011050,Ywar Shey (South),172877,Zee Kone,ဇီးကုန်း,,,95.31459808,22.88355064,GAD,9.3
Point (95.35336303710940342 22.8651790618895987),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172886,Chaung Yoe,ချောင်းရိုး,,,95.35336304,22.86517906,GAD,9.3
Point (95.34233856201170454 22.87911033630370028),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172888,Gway Hmaw Kone,ဂွေးမှော်ကုန်း,,,95.34233856,22.87911034,GAD,9.3
Point (95.35536193847660513 22.86816024780269885),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172887,Htan Taw,ထန်းတော,,,95.35536194,22.86816025,GAD,9.3
Point (95.35019683837890625 22.8685302734375),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172885,Tha Pyay Pin,သပြေပင်,,,95.35019684,22.86853027,GAD,9.3
Point (95.33941650390630684 22.87244987487790127),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172884,Ywar Kye (Saing Yat),ရွာကျဲ (ဆိုင်းရပ်),,,95.3394165,22.87244987,GAD,9.3
Point (95.34483337402339487 22.872999191284201),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011051,Ywar Thar Yar,172883,Ywar Thar Yar,ရွာသာယာ,,,95.34483337,22.87299919,GAD,9.3
Point (95.18718719482420454 23.01542091369629972),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011055,Zee Pauk,172919,Leik Chan,လိပ်ခြံ,,,95.18718719,23.01542091,GAD,9.3
Point (95.14846801757809658 23.00967025756839845),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011055,Zee Pauk,172918,Nwar Ku,နွားကူး,,,95.14846802,23.00967026,GAD,9.3
Point (95.16087341308589487 22.99695968627930043),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011055,Zee Pauk,172917,Taung Kyaung,တောင်ကျောင်း,,,95.16087341,22.99695969,GAD,9.3
Point (95.19763946533200283 22.98163032531740058),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011055,Zee Pauk,172915,Ywar Thit Kone,ရွာသစ်ကုန်း,,,95.19763947,22.98163033,GAD,9.3
Point (95.22440338134769888 22.97798919677730112),MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011055,Zee Pauk,172914,Zee Pauk,ဇီးပေါက်,,,95.22440338,22.9779892,GAD,9.3
Point (96.11673736572269888 23.86846923828129974),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022003,Ah Lel Taw,174535,Ah Lel Taw,အလယ်တော,,,96.11673737,23.86846924,GAD,9.3
Point (96.11566162109380684 23.87836456298829901),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022003,Ah Lel Taw,174536,In Gyin Kone,အင်ကြင်းကုန်း,,,96.11566162,23.87836456,GAD,9.3
Point (96.10523223876950283 23.89414978027339842),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022003,Ah Lel Taw,174538,Inn Tein,အင်းတိန်,,,96.10523224,23.89414978,GAD,9.3
Point (96.11531829833980112 23.90531921386720171),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022003,Ah Lel Taw,174537,Su Poke Chaung,ဆူးပုတ်ချောင်,,,96.1153183,23.90531921,GAD,9.3
Point (96.10720062255859375 23.92431068420410156),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022003,Ah Lel Taw,174539,Zee Hpyu Kyin,ဇီးဖြူကျင်း,,,96.10720062,23.92431068,GAD,9.3
Point (96.27635955810549717 23.80145072937009942),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,174576,Cheik Thin,ချိတ်သင်,,,96.27635956,23.80145073,GAD,9.3
Point (96.4251708984375 23.70288467407230115),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,218844,Hin Thar,ဟင်္သာ,,,96.4251709,23.70288467,GAD,9.3
Point (96.34850311279299717 23.72318267822269888),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,218845,Nan Paung,နန်းပေါင်း,,,96.34850311,23.72318268,GAD,9.3
Point (96.28759002685549717 23.80824089050290127),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,174579,Sat Pay,ဆတ်ပြေး,,,96.28759003,23.80824089,GAD,9.3
Point (96.27447509765630684 23.79550933837889914),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,174577,Tone Pon,တုံးပုံ,,,96.2744751,23.79550934,GAD,9.3
Point (96.28280639648440342 23.792650222778299),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022014,Cheik Thin,174578,Ywar Thit Kone,ရွာသစ်ကုန်း,,,96.2828064,23.79265022,GAD,9.3
Point (96.01591491699220171 23.57008552551269887),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174609,Bo Kone,ဘိုကုန်း,,,96.01591492,23.57008553,GAD,9.3
Point (96.01641845703130684 23.65374946594240058),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174603,Chun Taung,ချွန်းတောင်း,,,96.01641846,23.65374947,GAD,9.3
Point (96.01304626464839487 23.66066551208500002),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174608,Gway Pin Chaung,ဂွေးပင်ချောင်း,,,96.01304626,23.66066551,GAD,9.3
Point (96.02419281005859375 23.68816184997560015),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174607,Kyet Su Chaung,ကြက်ဆူချောင်း,,,96.02419281,23.68816185,GAD,9.3
Point (96.02072143554690342 23.677320480346701),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174606,Kyun Chaung,ကျွန်းချောင်း,,,96.02072144,23.67732048,GAD,9.3
Point (96.00595855712890625 23.60338783264160156),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,217237,Mya Kan Thar,မြကန်သာ,,,96.00595856,23.60338783,GAD,9.3
Point (96.00656127929690342 23.54614448547360084),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,218848,Ngar Pi Chaung,ငါးပိချောင်း,,,96.00656128,23.54614449,GAD,9.3
Point (96.02163696289059658 23.58649444580079901),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174604,Ton Nge,တုံငယ်,,,96.02163696,23.58649445,GAD,9.3
Point (96.02010345458980112 23.63351440429689987),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022023,Chun Taung,174605,Wea Gyi,ဝဲကြီး,,,96.02010345,23.6335144,GAD,9.3
Point (96.08007049560549717 23.73247909545899859),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022019,Doe Pin,174593,Doe Pin,ဒိုးပင်,,,96.0800705,23.7324791,GAD,9.3
Point (96.08853912353519888 23.69861984252930043),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022019,Doe Pin,174594,Mei Za Li,မယ်ဇလီ,,,96.08853912,23.69861984,GAD,9.3
Point (96.08116912841799717 23.73965263366699929),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022019,Doe Pin,174595,Mi Chaung Aik,မိချောင်းအိုက်,,,96.08116913,23.73965263,GAD,9.3
Point (96.02783966064450283 23.7084293365479013),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022022,Hpet Te,174602,Hpet Te,ဖက်တဲ,,,96.02783966,23.70842934,GAD,9.3
Point (96.30870056152339487 23.87969970703129974),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022012,In Daung,174572,Hle Ku,လှည်းကူး,,,96.30870056,23.87969971,GAD,9.3
Point (96.29503631591799717 23.85747909545899859),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022012,In Daung,174571,In Daung,အင်ဒေါင်း,,,96.29503632,23.8574791,GAD,9.3
Point (96.29833984375 23.86350822448730113),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022012,In Daung,217236,Kyaung Lan,ကျောင်းလမ်း,,,96.29833984,23.86350822,GAD,9.3
Point (96.30944061279299717 23.88785743713379972),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022012,In Daung,174573,Kyoet Kone,ကြို့ကုန်း,,,96.30944061,23.88785744,GAD,9.3
Point (96.24421691894529829 23.82024955749509942),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022013,Kan Ni,174574,Kan Ni,ကမ်းနီ,,,96.24421692,23.82024956,GAD,9.3
Point (96.25734710693359375 23.82748031616209872),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022013,Kan Ni,174575,Wea Gyi,ဝဲကြီး,,,96.25734711,23.82748032,GAD,9.3
Point (96.09921264648440342 23.84708786010740056),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022005,Kan Pauk,174548,Htan Kone,ထန်းကုန်း,,,96.09921265,23.84708786,GAD,9.3
Point (96.08268737792970171 23.85177993774410155),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022005,Kan Pauk,174546,Kan Pauk,ကံပေါက်,,,96.08268738,23.85177994,GAD,9.3
Point (96.10909271240230112 23.84258079528810015),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022005,Kan Pauk,174549,Sar Twin,ဆားတွင်း,,,96.10909271,23.8425808,GAD,9.3
Point (96.10825347900390625 23.83279228210449929),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022005,Kan Pauk,174547,Shwe Li,ရွှေလီ,,,96.10825348,23.83279228,GAD,9.3
Point (96.13553619384769888 24.049974441528299),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,217232,Aung Chan Thar (1),အောင်ချမ်းသာ (၁),,,96.13553619,24.04997444,GAD,9.3
Point (96.13539123535160513 24.06784629821779831),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,217233,Aung Chan Thar (2),အောင်ချမ်းသာ (၂),,,96.13539124,24.0678463,GAD,9.3
Point (96.13343048095700283 24.003709793090799),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,174525,Kun Baung,ကွမ်းဘောင်,,,96.13343048,24.00370979,GAD,9.3
Point (96.11751556396480112 23.9994087219237997),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,174528,Kyauk Pauk Chaung,ကျောက်ပေါက်ချောင်း,,,96.11751556,23.99940872,GAD,9.3
Point (96.12055206298829546 23.99117088317870028),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,174526,Lel Mee,လယ်မီး,,,96.12055206,23.99117088,GAD,9.3
Point (96.12006378173829546 23.98369979858399859),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022001,Kun Baung,174527,Se Lan,ဆယ်လံ,,,96.12006378,23.9836998,GAD,9.3
Point (96.12413024902339487 23.82123947143550069),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022007,Kwin Gyi,174553,Kwin Gyi,ကွင်းကြီး,,,96.12413025,23.82123947,GAD,9.3
Point (96.11498260498049717 23.81458091735839844),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022007,Kwin Gyi,174555,Pauk Kone,ပေါက်ကုန်း,,,96.11498261,23.81458092,GAD,9.3
Point (96.09059906005859375 23.83901023864750002),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022007,Kwin Gyi,174556,Pyin Su,ပြင်းစု,,,96.09059906,23.83901024,GAD,9.3
Point (96.11736297607420454 23.82379150390629974),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022007,Kwin Gyi,174554,Ywar Thit Kone,ရွာသစ်ကုန်း,,,96.11736298,23.8237915,GAD,9.3
Point (96.10961151123049717 23.94129371643069959),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022002,Kyauk Aik,174534,Bo Te kone,ဘိုတဲကုန်း,,,96.10961151,23.94129372,GAD,9.3
Point (96.10608673095700283 23.95215034484860084),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022002,Kyauk Aik,174531,Kun Ton,ကွမ်းတုံ,,,96.10608673,23.95215034,GAD,9.3
Point (96.10198211669920454 23.95725059509279831),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022002,Kyauk Aik,174530,Kyauk Aik,ကျောက်အိုက်,,,96.10198212,23.9572506,GAD,9.3
Point (96.11637878417970171 23.95939064025879972),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022002,Kyauk Aik,174533,Pe Khin,ပဲခင်း,,,96.11637878,23.95939064,GAD,9.3
Point (96.10713958740230112 23.96022033691410158),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022002,Kyauk Aik,174532,Shwe Chaung,ရွှေချောင်း,,,96.10713959,23.96022034,GAD,9.3
Point (96.20364798810000195 23.78930409170000004),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022016,Kyauk Hmaw,174584,Kyauk Hmaw,ကျောက်မှော်,,,96.20364799,23.78930409,GAD,9.3
Point (96.17680358886720171 23.79062080383300071),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022016,Kyauk Hmaw,174585,Zee Kone,ဇီးကုန်း,,,96.17680359,23.7906208,GAD,9.3
Point (96.27913665771480112 23.87829971313480115),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022011,Kyet Ta Kaung,174569,Kyet Ta Kaung,ကြက်တကောင်,,,96.27913666,23.87829971,GAD,9.3
Point (96.27890777587890625 23.887010574340799),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022011,Kyet Ta Kaung,174570,Ma Au Kone,မအူကုန်း,,,96.27890778,23.88701057,GAD,9.3
Point (96.13337707519529829 23.74305534362790127),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022017,Kyet Thun Khin,174587,Khet Thin Kyun,ခက်သင်ကျွန်း,,,96.13337708,23.74305534,GAD,9.3
Point (96.12698364257809658 23.751417160034201),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022017,Kyet Thun Khin,174586,Kyet Thun Khin,ကြက်သွန်ခင်း,,,96.12698364,23.75141716,GAD,9.3
Point (96.07838439941410513 23.87410354614259944),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022004,Lay Thar Kone,174542,Aung Thar Kone,အောင်သာကုန်း,,,96.0783844,23.87410355,GAD,9.3
Point (96.09477996826170454 23.87870025634769888),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022004,Lay Thar Kone,174540,Lay Thar Kone,လေသာကုန်း,,,96.09477997,23.87870026,GAD,9.3
Point (96.05061340332029829 23.8825492858887003),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022004,Lay Thar Kone,174543,Ma Gyi Pin,မကျီးပင်,,,96.0506134,23.88254929,GAD,9.3
Point (96.07045745849609375 23.86577987670899859),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022004,Lay Thar Kone,174545,Me Zar Lay,မဲဇာလေး,,,96.07045746,23.86577988,GAD,9.3
Point (96.05471801757809658 23.88804054260249998),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022004,Lay Thar Kone,174544,Thin Pone Nyo,သင်ပုန်းညို,,,96.05471802,23.88804054,GAD,9.3
Point (96.03050231933589487 23.73604774475100143),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022021,Ma Ra Thein,174600,Ma Ra Thein,မရသိမ်,,,96.03050232,23.73604774,GAD,9.3
Point (96.02935028076170454 23.71877861022949929),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022021,Ma Ra Thein,174601,War Boe Chaung,ဝါးဘိုးချောင်း,,,96.02935028,23.71877861,GAD,9.3
Point (96.14564514160160513 23.70016288757319955),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022028,Maung Kone,174625,Bu Gyi Kone,ဘူကြီးကုန်း,,,96.14564514,23.70016289,GAD,9.3
Point (96.15486907958980112 23.68759918212889914),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022028,Maung Kone,174627,Hpon Kone Gyi,ဖုန်ကုန်းကြီး,,,96.15486908,23.68759918,GAD,9.3
Point (96.14736175537109375 23.66983032226560013),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022028,Maung Kone,174624,Maung Kone,မောင်းကုန်း,,,96.14736176,23.66983032,GAD,9.3
Point (96.14560699462890625 23.67523193359379974),MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022028,Maung Kone,174626,Oke Son,အုတ်ဆုံ,,,96.14560699,23.67523193,GAD,9.3
